from,to,combined_score
9606.ENSP00000212355,9606.ENSP00000219255,902
9606.ENSP00000212355,9606.ENSP00000219255,902
9606.ENSP00000223095,9606.ENSP00000243077,999
9606.ENSP00000223095,9606.ENSP00000243077,999
9606.ENSP00000242728,9606.ENSP00000256495,935
9606.ENSP00000242728,9606.ENSP00000256495,935
9606.ENSP00000257770,9606.ENSP00000259727,930
9606.ENSP00000257770,9606.ENSP00000259727,930
9606.ENSP00000248437,9606.ENSP00000264071,915
9606.ENSP00000248437,9606.ENSP00000264071,915
9606.ENSP00000222812,9606.ENSP00000266376,945
9606.ENSP00000222812,9606.ENSP00000266376,945
9606.ENSP00000223095,9606.ENSP00000266503,927
9606.ENSP00000223095,9606.ENSP00000266503,927
9606.ENSP00000249330,9606.ENSP00000266744,908
9606.ENSP00000249330,9606.ENSP00000266744,908
9606.ENSP00000256495,9606.ENSP00000267430,900
9606.ENSP00000256495,9606.ENSP00000267430,900
9606.ENSP00000222812,9606.ENSP00000272371,985
9606.ENSP00000222812,9606.ENSP00000272371,985
9606.ENSP00000222812,9606.ENSP00000273666,937
9606.ENSP00000222812,9606.ENSP00000273666,937
9606.ENSP00000268070,9606.ENSP00000274181,916
9606.ENSP00000268070,9606.ENSP00000274181,916
9606.ENSP00000070846,9606.ENSP00000282561,991
9606.ENSP00000070846,9606.ENSP00000282561,991
9606.ENSP00000265165,9606.ENSP00000282561,925
9606.ENSP00000265165,9606.ENSP00000282561,925
9606.ENSP00000226279,9606.ENSP00000287713,933
9606.ENSP00000226279,9606.ENSP00000287713,933
9606.ENSP00000243347,9606.ENSP00000295927,988
9606.ENSP00000243347,9606.ENSP00000295927,988
9606.ENSP00000268070,9606.ENSP00000299164,915
9606.ENSP00000268070,9606.ENSP00000299164,915
9606.ENSP00000274181,9606.ENSP00000299164,915
9606.ENSP00000274181,9606.ENSP00000299164,915
9606.ENSP00000222812,9606.ENSP00000305613,999
9606.ENSP00000222812,9606.ENSP00000305613,999
9606.ENSP00000264716,9606.ENSP00000306245,911
9606.ENSP00000264716,9606.ENSP00000306245,911
9606.ENSP00000230538,9606.ENSP00000306490,900
9606.ENSP00000230538,9606.ENSP00000306490,900
9606.ENSP00000243077,9606.ENSP00000307046,908
9606.ENSP00000243077,9606.ENSP00000307046,908
9606.ENSP00000252575,9606.ENSP00000307046,925
9606.ENSP00000252575,9606.ENSP00000307046,925
9606.ENSP00000296585,9606.ENSP00000307046,918
9606.ENSP00000296585,9606.ENSP00000307046,918
9606.ENSP00000306245,9606.ENSP00000307046,905
9606.ENSP00000306245,9606.ENSP00000307046,905
9606.ENSP00000219334,9606.ENSP00000311648,927
9606.ENSP00000219334,9606.ENSP00000311648,927
9606.ENSP00000311648,9606.ENSP00000315137,945
9606.ENSP00000311648,9606.ENSP00000315137,945
9606.ENSP00000266744,9606.ENSP00000317333,940
9606.ENSP00000266744,9606.ENSP00000317333,940
9606.ENSP00000255189,9606.ENSP00000317721,945
9606.ENSP00000255189,9606.ENSP00000317721,945
9606.ENSP00000268533,9606.ENSP00000317721,903
9606.ENSP00000268533,9606.ENSP00000317721,903
9606.ENSP00000296585,9606.ENSP00000327290,908
9606.ENSP00000296585,9606.ENSP00000327290,908
9606.ENSP00000307046,9606.ENSP00000327336,947
9606.ENSP00000307046,9606.ENSP00000327336,947
9606.ENSP00000252575,9606.ENSP00000330633,903
9606.ENSP00000252575,9606.ENSP00000330633,903
9606.ENSP00000307046,9606.ENSP00000331210,925
9606.ENSP00000307046,9606.ENSP00000331210,925
9606.ENSP00000313437,9606.ENSP00000331210,904
9606.ENSP00000313437,9606.ENSP00000331210,904
9606.ENSP00000265165,9606.ENSP00000332194,905
9606.ENSP00000265165,9606.ENSP00000332194,905
9606.ENSP00000258494,9606.ENSP00000333667,962
9606.ENSP00000258494,9606.ENSP00000333667,962
9606.ENSP00000317721,9606.ENSP00000333667,946
9606.ENSP00000317721,9606.ENSP00000333667,946
9606.ENSP00000303211,9606.ENSP00000337103,927
9606.ENSP00000303211,9606.ENSP00000337103,927
9606.ENSP00000246186,9606.ENSP00000337816,908
9606.ENSP00000246186,9606.ENSP00000337816,908
9606.ENSP00000248437,9606.ENSP00000340820,967
9606.ENSP00000248437,9606.ENSP00000340820,967
9606.ENSP00000264071,9606.ENSP00000340820,933
9606.ENSP00000264071,9606.ENSP00000340820,933
9606.ENSP00000291700,9606.ENSP00000340820,989
9606.ENSP00000291700,9606.ENSP00000340820,989
9606.ENSP00000263431,9606.ENSP00000342793,911
9606.ENSP00000263431,9606.ENSP00000342793,911
9606.ENSP00000263373,9606.ENSP00000344786,979
9606.ENSP00000263373,9606.ENSP00000344786,979
9606.ENSP00000265709,9606.ENSP00000344786,955
9606.ENSP00000265709,9606.ENSP00000344786,955
9606.ENSP00000335196,9606.ENSP00000344786,991
9606.ENSP00000335196,9606.ENSP00000344786,991
9606.ENSP00000337697,9606.ENSP00000344786,967
9606.ENSP00000337697,9606.ENSP00000344786,967
9606.ENSP00000222812,9606.ENSP00000346265,926
9606.ENSP00000222812,9606.ENSP00000346265,926
9606.ENSP00000266376,9606.ENSP00000346265,910
9606.ENSP00000266376,9606.ENSP00000346265,910
9606.ENSP00000268070,9606.ENSP00000347484,922
9606.ENSP00000268070,9606.ENSP00000347484,922
9606.ENSP00000274181,9606.ENSP00000347484,908
9606.ENSP00000274181,9606.ENSP00000347484,908
9606.ENSP00000299164,9606.ENSP00000347484,905
9606.ENSP00000299164,9606.ENSP00000347484,905
9606.ENSP00000256509,9606.ENSP00000347591,980
9606.ENSP00000256509,9606.ENSP00000347591,980
9606.ENSP00000306245,9606.ENSP00000349022,966
9606.ENSP00000306245,9606.ENSP00000349022,966
9606.ENSP00000265165,9606.ENSP00000350844,956
9606.ENSP00000265165,9606.ENSP00000350844,956
9606.ENSP00000295987,9606.ENSP00000351614,924
9606.ENSP00000295987,9606.ENSP00000351614,924
9606.ENSP00000222812,9606.ENSP00000352544,939
9606.ENSP00000222812,9606.ENSP00000352544,939
9606.ENSP00000248437,9606.ENSP00000353785,942
9606.ENSP00000248437,9606.ENSP00000353785,942
9606.ENSP00000230538,9606.ENSP00000354360,923
9606.ENSP00000230538,9606.ENSP00000354360,923
9606.ENSP00000306490,9606.ENSP00000354360,900
9606.ENSP00000306490,9606.ENSP00000354360,900
9606.ENSP00000287713,9606.ENSP00000354387,963
9606.ENSP00000287713,9606.ENSP00000354387,963
9606.ENSP00000230538,9606.ENSP00000354923,928
9606.ENSP00000230538,9606.ENSP00000354923,928
9606.ENSP00000306490,9606.ENSP00000354923,900
9606.ENSP00000306490,9606.ENSP00000354923,900
9606.ENSP00000354360,9606.ENSP00000354923,915
9606.ENSP00000354360,9606.ENSP00000354923,915
9606.ENSP00000327336,9606.ENSP00000354932,913
9606.ENSP00000327336,9606.ENSP00000354932,913
9606.ENSP00000355046,9606.ENSP00000355265,957
9606.ENSP00000355046,9606.ENSP00000355265,957
9606.ENSP00000312021,9606.ENSP00000356404,929
9606.ENSP00000312021,9606.ENSP00000356404,929
9606.ENSP00000230538,9606.ENSP00000356515,907
9606.ENSP00000230538,9606.ENSP00000356515,907
9606.ENSP00000306490,9606.ENSP00000356515,900
9606.ENSP00000306490,9606.ENSP00000356515,900
9606.ENSP00000354360,9606.ENSP00000356515,916
9606.ENSP00000354360,9606.ENSP00000356515,916
9606.ENSP00000354923,9606.ENSP00000356515,939
9606.ENSP00000354923,9606.ENSP00000356515,939
