from,to,combined_score
9606.ENSP00000235628,9606.ENSP00000259727,906
9606.ENSP00000235628,9606.ENSP00000259727,906
9606.ENSP00000255224,9606.ENSP00000262545,871
9606.ENSP00000255224,9606.ENSP00000262545,871
9606.ENSP00000223095,9606.ENSP00000266503,927
9606.ENSP00000223095,9606.ENSP00000266503,927
9606.ENSP00000239461,9606.ENSP00000266718,740
9606.ENSP00000239461,9606.ENSP00000266718,740
9606.ENSP00000249330,9606.ENSP00000266744,908
9606.ENSP00000249330,9606.ENSP00000266744,908
9606.ENSP00000268070,9606.ENSP00000270328,919
9606.ENSP00000268070,9606.ENSP00000270328,919
9606.ENSP00000235628,9606.ENSP00000272133,768
9606.ENSP00000235628,9606.ENSP00000272133,768
9606.ENSP00000268070,9606.ENSP00000274181,916
9606.ENSP00000268070,9606.ENSP00000274181,916
9606.ENSP00000270328,9606.ENSP00000274181,910
9606.ENSP00000270328,9606.ENSP00000274181,910
9606.ENSP00000248437,9606.ENSP00000282561,814
9606.ENSP00000248437,9606.ENSP00000282561,814
9606.ENSP00000265165,9606.ENSP00000282561,925
9606.ENSP00000265165,9606.ENSP00000282561,925
9606.ENSP00000173229,9606.ENSP00000294485,980
9606.ENSP00000173229,9606.ENSP00000294485,980
9606.ENSP00000266718,9606.ENSP00000295550,816
9606.ENSP00000266718,9606.ENSP00000295550,816
9606.ENSP00000252486,9606.ENSP00000303211,715
9606.ENSP00000252486,9606.ENSP00000303211,715
9606.ENSP00000266718,9606.ENSP00000306459,901
9606.ENSP00000266718,9606.ENSP00000306459,901
9606.ENSP00000295718,9606.ENSP00000306523,833
9606.ENSP00000295718,9606.ENSP00000306523,833
9606.ENSP00000268679,9606.ENSP00000306772,711
9606.ENSP00000268679,9606.ENSP00000306772,711
9606.ENSP00000266718,9606.ENSP00000309270,975
9606.ENSP00000266718,9606.ENSP00000309270,975
9606.ENSP00000257860,9606.ENSP00000311997,808
9606.ENSP00000257860,9606.ENSP00000311997,808
9606.ENSP00000173229,9606.ENSP00000315465,787
9606.ENSP00000173229,9606.ENSP00000315465,787
9606.ENSP00000309270,9606.ENSP00000317404,918
9606.ENSP00000309270,9606.ENSP00000317404,918
9606.ENSP00000252486,9606.ENSP00000317674,858
9606.ENSP00000252486,9606.ENSP00000317674,858
9606.ENSP00000287020,9606.ENSP00000318650,723
9606.ENSP00000287020,9606.ENSP00000318650,723
9606.ENSP00000255224,9606.ENSP00000321805,714
9606.ENSP00000255224,9606.ENSP00000321805,714
9606.ENSP00000242728,9606.ENSP00000327025,763
9606.ENSP00000242728,9606.ENSP00000327025,763
9606.ENSP00000282561,9606.ENSP00000327758,760
9606.ENSP00000282561,9606.ENSP00000327758,760
9606.ENSP00000172229,9606.ENSP00000332643,987
9606.ENSP00000172229,9606.ENSP00000332643,987
9606.ENSP00000305924,9606.ENSP00000335083,767
9606.ENSP00000305924,9606.ENSP00000335083,767
9606.ENSP00000303211,9606.ENSP00000337103,927
9606.ENSP00000303211,9606.ENSP00000337103,927
9606.ENSP00000172229,9606.ENSP00000347451,999
9606.ENSP00000172229,9606.ENSP00000347451,999
9606.ENSP00000280979,9606.ENSP00000348460,715
9606.ENSP00000280979,9606.ENSP00000348460,715
9606.ENSP00000337103,9606.ENSP00000350928,734
9606.ENSP00000337103,9606.ENSP00000350928,734
9606.ENSP00000252486,9606.ENSP00000353508,719
9606.ENSP00000252486,9606.ENSP00000353508,719
9606.ENSP00000311997,9606.ENSP00000353508,711
9606.ENSP00000311997,9606.ENSP00000353508,711
9606.ENSP00000248437,9606.ENSP00000353785,942
9606.ENSP00000248437,9606.ENSP00000353785,942
9606.ENSP00000266744,9606.ENSP00000355001,818
9606.ENSP00000266744,9606.ENSP00000355001,818
9606.ENSP00000216492,9606.ENSP00000356213,727
9606.ENSP00000216492,9606.ENSP00000356213,727
9606.ENSP00000262178,9606.ENSP00000356213,998
9606.ENSP00000262178,9606.ENSP00000356213,998
9606.ENSP00000354923,9606.ENSP00000356515,939
9606.ENSP00000354923,9606.ENSP00000356515,939
9606.ENSP00000306772,9606.ENSP00000359575,758
9606.ENSP00000306772,9606.ENSP00000359575,758
9606.ENSP00000359783,9606.ENSP00000359787,896
9606.ENSP00000359783,9606.ENSP00000359787,896
9606.ENSP00000247986,9606.ENSP00000360608,781
9606.ENSP00000247986,9606.ENSP00000360608,781
9606.ENSP00000262895,9606.ENSP00000360608,732
9606.ENSP00000262895,9606.ENSP00000360608,732
9606.ENSP00000272133,9606.ENSP00000360608,729
9606.ENSP00000272133,9606.ENSP00000360608,729
9606.ENSP00000293441,9606.ENSP00000360608,807
9606.ENSP00000293441,9606.ENSP00000360608,807
9606.ENSP00000359783,9606.ENSP00000360869,968
9606.ENSP00000359783,9606.ENSP00000360869,968
9606.ENSP00000359787,9606.ENSP00000360869,962
9606.ENSP00000359787,9606.ENSP00000360869,962
9606.ENSP00000350928,9606.ENSP00000361471,831
9606.ENSP00000350928,9606.ENSP00000361471,831
9606.ENSP00000321951,9606.ENSP00000361769,735
9606.ENSP00000321951,9606.ENSP00000361769,735
9606.ENSP00000303211,9606.ENSP00000363229,818
9606.ENSP00000303211,9606.ENSP00000363229,818
9606.ENSP00000337103,9606.ENSP00000363229,957
9606.ENSP00000337103,9606.ENSP00000363229,957
9606.ENSP00000350928,9606.ENSP00000363229,752
9606.ENSP00000350928,9606.ENSP00000363229,752
9606.ENSP00000247986,9606.ENSP00000363480,863
9606.ENSP00000247986,9606.ENSP00000363480,863
9606.ENSP00000262895,9606.ENSP00000363480,843
9606.ENSP00000262895,9606.ENSP00000363480,843
9606.ENSP00000293441,9606.ENSP00000363480,873
9606.ENSP00000293441,9606.ENSP00000363480,873
9606.ENSP00000360608,9606.ENSP00000363480,945
9606.ENSP00000360608,9606.ENSP00000363480,945
9606.ENSP00000365160,9606.ENSP00000365174,708
9606.ENSP00000365160,9606.ENSP00000365174,708
9606.ENSP00000262209,9606.ENSP00000366314,788
9606.ENSP00000262209,9606.ENSP00000366314,788
9606.ENSP00000295225,9606.ENSP00000367001,749
9606.ENSP00000295225,9606.ENSP00000367001,749
9606.ENSP00000360472,9606.ENSP00000367001,792
9606.ENSP00000360472,9606.ENSP00000367001,792
9606.ENSP00000340684,9606.ENSP00000367309,880
9606.ENSP00000340684,9606.ENSP00000367309,880
9606.ENSP00000216492,9606.ENSP00000368244,982
9606.ENSP00000216492,9606.ENSP00000368244,982
9606.ENSP00000249330,9606.ENSP00000368244,766
9606.ENSP00000249330,9606.ENSP00000368244,766
9606.ENSP00000255224,9606.ENSP00000368244,731
9606.ENSP00000255224,9606.ENSP00000368244,731
9606.ENSP00000327025,9606.ENSP00000368880,930
9606.ENSP00000327025,9606.ENSP00000368880,930
9606.ENSP00000359575,9606.ENSP00000368880,905
9606.ENSP00000359575,9606.ENSP00000368880,905
9606.ENSP00000363390,9606.ENSP00000368880,967
9606.ENSP00000363390,9606.ENSP00000368880,967
9606.ENSP00000352936,9606.ENSP00000369045,700
9606.ENSP00000352936,9606.ENSP00000369045,700
9606.ENSP00000360687,9606.ENSP00000369927,943
9606.ENSP00000360687,9606.ENSP00000369927,943
9606.ENSP00000369927,9606.ENSP00000370254,989
9606.ENSP00000369927,9606.ENSP00000370254,989
9606.ENSP00000223095,9606.ENSP00000371532,991
9606.ENSP00000223095,9606.ENSP00000371532,991
9606.ENSP00000252486,9606.ENSP00000371532,997
9606.ENSP00000252486,9606.ENSP00000371532,997
9606.ENSP00000223095,9606.ENSP00000374135,765
9606.ENSP00000223095,9606.ENSP00000374135,765
9606.ENSP00000252486,9606.ENSP00000374135,770
9606.ENSP00000252486,9606.ENSP00000374135,770
9606.ENSP00000313437,9606.ENSP00000375778,903
9606.ENSP00000313437,9606.ENSP00000375778,903
9606.ENSP00000354923,9606.ENSP00000375778,901
9606.ENSP00000354923,9606.ENSP00000375778,901
9606.ENSP00000356515,9606.ENSP00000375778,902
9606.ENSP00000356515,9606.ENSP00000375778,902
9606.ENSP00000319281,9606.ENSP00000377372,762
9606.ENSP00000319281,9606.ENSP00000377372,762
9606.ENSP00000353508,9606.ENSP00000377372,801
9606.ENSP00000353508,9606.ENSP00000377372,801
9606.ENSP00000305924,9606.ENSP00000377936,764
9606.ENSP00000305924,9606.ENSP00000377936,764
9606.ENSP00000335083,9606.ENSP00000377936,940
9606.ENSP00000335083,9606.ENSP00000377936,940
9606.ENSP00000245907,9606.ENSP00000378130,999
9606.ENSP00000245907,9606.ENSP00000378130,999
9606.ENSP00000322323,9606.ENSP00000378517,812
9606.ENSP00000322323,9606.ENSP00000378517,812
9606.ENSP00000364907,9606.ENSP00000378517,920
9606.ENSP00000364907,9606.ENSP00000378517,920
9606.ENSP00000318437,9606.ENSP00000379401,717
9606.ENSP00000318437,9606.ENSP00000379401,717
9606.ENSP00000368538,9606.ENSP00000380150,726
9606.ENSP00000368538,9606.ENSP00000380150,726
